Ch1 Amplitude,Ch2 Amplitude,Cluster
43.4397163,679.221863,1
43.46687,726.1658,1
43.4718437,660.136658,1
43.4727821,737.648132,1
43.47303,684.4325,1
43.516613,707.852539,1
43.5194435,734.136,1
43.5326347,670.8974,1
43.5362778,665.2503,1
43.5406,687.577332,1
43.54135,678.99115,1
43.54162,700.5196,1
43.55681,683.6283,1
43.5718,660.2748,1
43.5727234,690.321167,1
43.5857658,678.40625,1
43.6142769,711.8427,1
43.62595,686.4313,1
43.634552,741.8078,1
43.6676521,730.9288,1
43.6791153,687.2947,1
43.6915474,676.9598,1
43.6955681,657.062561,1
43.71118,682.3229,1
43.71875,720.850647,1
43.7188644,717.9543,1
43.7200241,703.269531,1
43.73831,683.7173,1
43.7402153,708.901245,1
43.7426224,706.4725,1
43.75174,612.0894,1
43.7597,690.75824,1
43.7668381,706.3015,1
43.7721558,712.874939,1
43.7733879,721.104553,1
43.7845535,734.9226,1
43.79375,715.296265,1
43.8107452,722.844666,1
43.818,690.513855,1
43.8410149,717.410461,1
43.8555031,665.668762,1
43.85856,681.4629,1
43.86158,698.22644,1
43.86205,720.3809,1
43.8669357,666.489441,1
43.8689232,635.830139,1
43.90969,680.2397,1
43.93562,659.3235,1
43.9555435,670.639954,1
43.9604,668.0225,1
43.9737244,659.19696,1
44.00379,667.605,1
44.0101929,699.797852,1
44.01512,681.1572,1
44.0355759,717.474731,1
44.0506363,697.733948,1
44.05287,630.674,1
44.0942421,655.9383,1
44.0947266,639.172241,1
44.0978546,688.1678,1
44.1131973,649.0076,1
44.1394844,651.7365,1
44.1561775,657.8908,1
44.16669,701.0849,1
44.1744347,708.826538,1
44.18587,722.725647,1
44.1969032,699.751,1
44.20044,656.283142,1
44.25341,632.7185,1
44.25389,683.3135,1
44.26033,678.3879,1
44.2692223,654.9923,1
44.270443,684.031,1
44.2888145,659.8135,1
44.30019,640.905945,1
44.31168,687.4725,1
44.3246155,706.8091,1
44.331646,696.0107,1
44.333374,737.4854,1
44.34693,684.7528,1
44.3658562,752.928345,1
44.3689766,644.0576,1
44.3879242,656.9811,1
44.3966331,655.499634,1
44.4029846,699.0613,1
44.4101944,721.843,1
44.4120255,658.381165,1
44.41596,684.3012,1
44.43698,712.941833,1
44.43854,658.8249,1
44.44223,677.1251,1
44.45946,675.080566,1
44.4686,654.890747,1
44.4698,687.5378,1
44.47435,670.1693,1
44.48097,658.0541,1
44.48896,705.290466,1
44.5080872,720.3027,1
44.51132,664.9665,1
44.5207176,682.4313,1
44.5216331,679.0093,1
44.5337563,705.1843,1
44.55463,658.017944,1
44.5555077,675.5564,1
44.5627,685.7793,1
44.5804024,704.2274,1
44.6012955,684.520935,1
44.60583,653.698364,1
44.6077042,690.959534,1
44.60979,725.5014,1
44.61363,689.8793,1
44.6145859,685.2609,1
44.61622,742.254761,1
44.62565,747.027832,1
44.6285477,687.146851,1
44.6487846,712.8637,1
44.64931,673.7405,1
44.671402,660.357361,1
44.7027245,747.12085,1
44.7041626,684.924255,1
44.7119522,650.3471,1
44.71396,670.0942,1
44.71794,694.0498,1
44.7312546,689.111267,1
44.75691,697.757,1
44.76073,694.414368,1
44.7687149,730.8126,1
44.7783852,697.1296,1
44.8028,710.2004,1
44.80626,702.905762,1
44.8062973,688.776245,1
44.8178673,726.804443,1
44.8258934,675.308044,1
44.8369827,675.9516,1
44.8377228,714.847168,1
44.8424721,624.971,1
44.85211,678.7516,1
44.85256,708.3835,1
44.85594,677.614868,1
44.85639,712.3029,1
44.88736,650.418762,1
44.8943443,714.720947,1
44.90666,697.767944,1
44.90786,705.7068,1
44.9103622,697.871643,1
44.9134674,705.4818,1
44.9281235,714.868042,1
44.94111,677.045349,1
44.95565,702.9955,1
44.9566078,704.6175,1
44.959568,698.0158,1
44.9734154,730.7555,1
44.9760475,764.6639,1
44.9766464,685.7806,1
44.97694,695.7669,1
44.981945,749.512756,1
44.9894142,676.314758,1
44.9914474,669.7755,1
44.99857,696.666138,1
45.00496,718.825256,1
45.00962,677.8334,1
45.0336533,690.677,1
45.0511436,705.1664,1
45.05322,670.9111,1
45.0557632,751.9306,1
45.06208,707.0095,1
45.0639648,717.325745,1
45.068512,711.7072,1
45.0805855,707.7456,1
45.0936928,719.7399,1
45.099102,673.5112,1
45.14767,723.341431,1
45.1590271,683.9949,1
45.17383,733.605469,1
45.20084,743.1388,1
45.20286,715.915833,1
45.20716,653.4595,1
45.2077866,691.8771,1
45.21346,707.2985,1
45.2368431,680.6879,1
45.2415047,694.735352,1
45.2589,691.587769,1
45.2736664,710.1286,1
45.27991,677.6907,1
45.2815742,688.048157,1
45.29021,660.315369,1
45.30804,665.7279,1
45.3177261,658.8434,1
45.37324,694.9293,1
45.3869743,700.7833,1
45.3907433,750.543762,1
45.4021339,707.4757,1
45.4080238,712.7892,1
45.410183,652.282166,1
45.4154167,706.55835,1
45.4234924,647.5847,1
45.43309,776.2147,1
45.43771,658.805542,1
45.4421234,681.7379,1
45.4434929,710.129333,1
45.4434929,723.1063,1
45.4456062,706.3739,1
45.44744,723.278,1
45.4484329,716.249451,1
45.4534073,738.1387,1
