x-coordinate_in_pixel, y-coordinate_in_pixel, Chan1_FluoValue, Chan2_FluoValue, Chan3_FluoValue, index
192, 680, 18754, 8173, 3997, 2324
1217, 1188, 15886, 6686, 3380, 2325
1562, 368, 16893, 8353, 24786, 2326
1941, 439, 16230, 6844, 3357, 2327
1898, 367, 16207, 6756, 3357, 2328
1666, 696, 17389, 7372, 3739, 2329
1026, 369, 17457, 7502, 3552, 2330
922, 683, 17847, 7599, 3772, 2331
931, 451, 17607, 7443, 3685, 2332
1409, 368, 16720, 7037, 3517, 2333
2136, 392, 15709, 6506, 3215, 2334
343, 635, 18998, 7880, 3930, 2335
1447, 368, 16545, 7117, 3437, 2336
1926, 682, 16134, 7020, 3400, 2337
1581, 368, 16984, 7278, 3590, 2338
2117, 457, 15213, 6500, 3236, 2339
1619, 412, 17172, 7151, 3612, 2340
1609, 406, 17052, 7148, 3514, 2341
1600, 368, 17059, 7219, 3652, 2342
1950, 444, 15853, 6577, 3311, 2343
1754, 369, 17796, 7365, 3689, 2344
1849, 392, 17280, 6984, 3387, 2345
1812, 369, 17109, 7195, 3583, 2346
2098, 457, 15325, 6473, 3187, 2347
1714, 445, 17067, 7206, 3571, 2348
1162, 447, 17493, 7614, 3690, 2349
765, 371, 18066, 8128, 3995, 2350
952, 369, 18794, 8553, 4147, 2351
1157, 370, 17163, 7336, 3593, 2352
1903, 459, 16451, 6991, 3447, 2353
867, 417, 17852, 7685, 3832, 2354
1686, 695, 17407, 7349, 3627, 2355
1831, 369, 18061, 8519, 26688, 2356
1822, 653, 17129, 7188, 3549, 2357
1847, 446, 16636, 6804, 3431, 2358
711, 371, 17685, 7884, 3789, 2359
787, 372, 17219, 8227, 4328, 2360
1190, 656, 17779, 7641, 3836, 2361
970, 371, 17188, 7629, 3640, 2362
1503, 370, 16960, 7059, 3787, 2363
1550, 685, 16669, 7053, 3716, 2364
1954, 370, 16539, 6853, 3418, 2365
1866, 458, 17120, 8279, 25622, 2366
1800, 450, 16845, 7031, 3467, 2367
1973, 370, 15687, 6812, 3273, 2368
2041, 371, 16235, 6822, 3330, 2369
2057, 684, 16186, 6939, 3344, 2370
1501, 414, 17107, 7183, 3569, 2371
2061, 370, 15949, 6556, 3177, 2372
776, 372, 17354, 8275, 4169, 2373
1733, 434, 17247, 7252, 3645, 2374
1869, 371, 17449, 6923, 3564, 2375
2051, 1186, 15246, 6500, 3167, 2376
2003, 371, 16419, 6819, 3322, 2377
808, 410, 17368, 8119, 4006, 2378
2154, 371, 15955, 6675, 3226, 2379
2014, 1176, 14905, 6293, 3193, 2380
1017, 373, 17148, 7358, 3615, 2381
855, 444, 18737, 8434, 4277, 2382
1119, 373, 17103, 7524, 3579, 2383
1939, 1156, 15416, 6643, 3227, 2384
1205, 372, 17041, 7309, 3457, 2385
1212, 1178, 15914, 6847, 3459, 2386
1313, 372, 17333, 8583, 25949, 2387
1285, 401, 17412, 7354, 3724, 2388
845, 374, 18758, 8484, 4139, 2389
1695, 434, 16911, 7254, 3536, 2390
903, 374, 17709, 7491, 3839, 2391
1081, 374, 18056, 7762, 3696, 2392
232, 673, 18600, 7858, 4068, 2393
1533, 374, 16498, 7141, 3501, 2394
1648, 429, 17282, 7069, 3637, 2395
1591, 374, 17044, 7059, 3517, 2396
683, 419, 17773, 7709, 3872, 2397
1018, 1148, 15976, 6757, 3406, 2398
1610, 374, 17029, 7196, 3643, 2399
1629, 373, 17329, 7045, 3689, 2400
2217, 670, 15581, 6502, 3277, 2401
1857, 431, 17639, 7189, 3399, 2402
1706, 374, 16974, 7096, 3552, 2403
2108, 398, 15620, 6709, 3246, 2404
1925, 374, 16545, 7100, 3609, 2405
1492, 431, 17605, 7444, 3599, 2406
1944, 374, 16198, 6813, 3376, 2407
1590, 484, 17424, 7334, 3621, 2408
905, 395, 17894, 7534, 3771, 2409
745, 376, 17864, 7740, 3827, 2410
2181, 485, 15694, 6384, 3215, 2411
797, 434, 17548, 7958, 3932, 2412
799, 376, 17869, 9706, 29593, 2413
2181, 420, 15486, 6596, 3193, 2414
1361, 375, 16816, 8302, 24783, 2415
1383, 1152, 16204, 6942, 3424, 2416
1453, 376, 15922, 6883, 3191, 2417
1513, 375, 16662, 7022, 3493, 2418
857, 641, 17977, 7331, 3791, 2419
2052, 376, 15852, 6581, 3261, 2420
865, 439, 17673, 7569, 3741, 2421
959, 377, 17787, 7483, 3760, 2422
1007, 377, 17503, 7517, 3623, 2423
1148, 376, 17500, 7751, 3664, 2424
1155, 486, 17539, 7546, 3618, 2425
2219, 398, 15137, 6303, 3223, 2426
1235, 376, 17102, 7510, 3636, 2427
1855, 484, 16534, 6911, 3404, 2428
1932, 433, 16462, 6956, 3555, 2429
1493, 376, 16792, 7120, 3426, 2430
1764, 673, 18323, 7523, 3747, 2431
360, 721, 19401, 8278, 3904, 2432
2012, 376, 15739, 6695, 3249, 2433
1502, 645, 17591, 8613, 27150, 2434
1707, 1183, 15496, 6549, 3255, 2435
2032, 376, 15998, 6610, 3305, 2436
1897, 720, 17069, 7167, 3623, 2437
2089, 376, 15960, 6771, 3285, 2438
183, 673, 17927, 7684, 3819, 2439
1277, 440, 17983, 7594, 3827, 2440
2108, 376, 15523, 6634, 3513, 2441
1314, 405, 17293, 8766, 26129, 2442
692, 378, 17488, 7702, 3819, 2443
1894, 432, 16276, 6923, 3490, 2444
1091, 379, 17267, 7211, 3533, 2445
2237, 399, 15330, 6413, 3190, 2446
703, 379, 17299, 7703, 3734, 2447
1543, 379, 16553, 7088, 3559, 2448
807, 676, 17704, 7655, 3821, 2449
1970, 432, 16281, 7991, 25019, 2450
1792, 379, 16885, 7138, 3414, 2451
2190, 436, 15429, 6437, 3125, 2452
1025, 380, 18082, 7792, 3624, 2453
1428, 379, 16742, 7259, 3483, 2454
1619, 379, 17360, 8586, 26921, 2455
1696, 379, 17122, 7234, 3535, 2456
851, 403, 19059, 8685, 4193, 2457
1934, 380, 16432, 8317, 25393, 2458
996, 381, 17914, 7622, 3718, 2459
1715, 390, 16933, 7154, 3471, 2460
1351, 381, 16566, 7227, 3768, 2461
1370, 381, 16833, 7188, 3650, 2462
1898, 677, 17434, 7227, 3603, 2463
1829, 424, 16998, 6972, 3544, 2464
2042, 381, 15570, 6550, 3279, 2465
2031, 1167, 15134, 6450, 3193, 2466
1245, 381, 17160, 7468, 3703, 2467
1084, 429, 17992, 7360, 3641, 2468
2002, 382, 15888, 6876, 3270, 2469
2080, 381, 15653, 6597, 3218, 2470
2162, 647, 16439, 6765, 3373, 2471
1638, 423, 17269, 7102, 3521, 2472
2099, 381, 15756, 6685, 3252, 2473
2117, 381, 15809, 6688, 3323, 2474
248, 636, 18537, 7881, 3926, 2475
778, 382, 17405, 8282, 3952, 2476
838, 383, 18887, 10263, 31172, 2477
1822, 664, 17972, 7553, 3532, 2478
802, 397, 17731, 10173, 30393, 2479
935, 382, 17761, 7596, 3866, 2480
1801, 428, 16960, 7177, 3527, 2481
1887, 383, 16657, 6958, 3585, 2482
683, 386, 18158, 7937, 3922, 2483
1791, 423, 16970, 7052, 3518, 2484
1680, 1173, 15600, 6503, 3317, 2485
1419, 385, 16548, 7184, 3491, 2486
1552, 385, 16933, 7083, 3577, 2487
1571, 384, 16954, 7192, 3634, 2488
1048, 475, 17332, 7644, 3678, 2489
1101, 395, 17832, 7454, 3598, 2490
1610, 384, 16964, 7110, 3635, 2491
1773, 389, 17707, 7193, 3463, 2492
1629, 384, 17476, 7283, 3692, 2493
877, 424, 18877, 8949, 4461, 2494
1802, 384, 16778, 6712, 3402, 2495
1168, 385, 17076, 7327, 3657, 2496
236, 651, 18203, 7661, 3971, 2497
1274, 385, 18100, 8881, 27638, 2498
1380, 386, 16986, 7171, 3542, 2499
2255, 399, 14745, 6275, 3402, 2500
1189, 428, 17134, 7292, 3588, 2501
1256, 408, 17853, 7523, 3890, 2502
2066, 711, 16007, 6725, 3324, 2503
748, 387, 18514, 8097, 4002, 2504
446, 641, 18567, 7900, 3845, 2505
1149, 387, 17556, 8943, 27762, 2506
2048, 711, 16029, 7002, 3400, 2507
1361, 387, 17028, 7338, 3580, 2508
972, 669, 18157, 7629, 3978, 2509
1962, 386, 15840, 6743, 3302, 2510
949, 474, 17268, 7491, 3733, 2511
676, 429, 17559, 7821, 3795, 2512
1045, 431, 17673, 7498, 3638, 2513
1992, 387, 16329, 6752, 3150, 2514
2071, 387, 15598, 6861, 3270, 2515
1002, 410, 17882, 9150, 28522, 2516
2126, 387, 15725, 6661, 3243, 2517
2255, 474, 14815, 6325, 3174, 2518
972, 433, 17077, 7184, 3521, 2519
1201, 1140, 16162, 6957, 3423, 2520
820, 390, 17224, 7417, 3682, 2521
1005, 388, 17348, 7560, 3584, 2522
991, 670, 18019, 7624, 3845, 2523
1321, 516, 17629, 7485, 3841, 2524
1216, 388, 17032, 7255, 3485, 2525
873, 397, 17143, 8524, 4215, 2526
1342, 387, 16797, 7155, 3600, 2527
1868, 393, 17294, 7067, 3408, 2528
1877, 388, 16562, 6994, 3391, 2529
1996, 429, 16570, 8062, 24481, 2530
2108, 387, 15614, 6731, 3240, 2531
2145, 387, 16028, 6552, 3238, 2532
791, 641, 17599, 7480, 3954, 2533
2163, 387, 16048, 6551, 3275, 2534
1208, 427, 16995, 7495, 3627, 2535
695, 389, 17493, 7576, 3645, 2536
664, 427, 17936, 7677, 3742, 2537
810, 389, 17088, 8272, 4130, 2538
1743, 450, 17018, 7052, 3483, 2539
1110, 389, 16660, 8384, 25253, 2540
1449, 1172, 15959, 6843, 3397, 2541
1323, 388, 16711, 7051, 3494, 2542
1453, 388, 16543, 7346, 3481, 2543
583, 671, 18584, 8195, 4004, 2544
980, 451, 17378, 7450, 3729, 2545
1896, 388, 16425, 6691, 3374, 2546
980, 1098, 16469, 6837, 3366, 2547
976, 390, 17659, 7513, 3739, 2548
1027, 484, 18144, 8641, 26163, 2549
1303, 389, 17281, 7158, 3607, 2550
686, 448, 17700, 7605, 4259, 2551
1562, 390, 16905, 7246, 3539, 2552
1996, 483, 16058, 6768, 3276, 2553
1696, 390, 17272, 7227, 3543, 2554
657, 1097, 16102, 6994, 3390, 2555
1915, 389, 16225, 6859, 3411, 2556
1933, 390, 16159, 6748, 3343, 2557
831, 601, 18287, 7759, 3965, 2558
992, 518, 17816, 7680, 3807, 2559
2255, 389, 14376, 6124, 3398, 2560
698, 481, 18367, 8148, 4039, 2561
706, 391, 18748, 8280, 3951, 2562
2172, 447, 15312, 6519, 3209, 2563
831, 391, 18195, 8445, 4152, 2564
1551, 485, 16983, 7402, 3792, 2565
915, 391, 17947, 9130, 27807, 2566
1377, 480, 17434, 7421, 3647, 2567
1024, 391, 18382, 7613, 3774, 2568
1053, 391, 17030, 8359, 25252, 2569
1512, 628, 17134, 7320, 3593, 2570
1091, 391, 17404, 7146, 3443, 2571
1087, 484, 17903, 7628, 3608, 2572
1178, 390, 17791, 7458, 3762, 2573
2148, 1131, 14840, 6436, 3230, 2574
1284, 390, 17625, 7525, 3926, 2575
1410, 390, 16954, 7131, 3664, 2576
1600, 501, 17180, 7231, 3627, 2577
1752, 445, 17078, 8326, 26126, 2578
1523, 391, 16377, 6944, 3364, 2579
1252, 502, 17873, 7522, 3875, 2580
1310, 477, 17200, 7344, 3683, 2581
1543, 390, 16919, 7106, 3498, 2582
1160, 601, 17735, 7666, 3779, 2583
1978, 451, 16751, 7030, 3544, 2584
1581, 390, 17078, 7033, 3599, 2585
2153, 512, 16159, 6671, 3212, 2586
1619, 390, 17787, 7317, 3607, 2587
1250, 480, 17530, 7567, 3661, 2588
1639, 390, 17981, 8677, 26669, 2589
1356, 447, 16845, 7388, 3535, 2590
1658, 390, 17876, 7240, 3557, 2591
772, 481, 18607, 8443, 4199, 2592
1677, 390, 17145, 7332, 3545, 2593
1866, 448, 16226, 6855, 3447, 2594
1754, 390, 17033, 6964, 3512, 2595
770, 392, 17420, 8013, 4034, 2596
2079, 500, 15654, 6603, 3208, 2597
1095, 445, 17263, 7330, 3722, 2598
2232, 1101, 15149, 6334, 3302, 2599
965, 393, 17483, 7416, 3703, 2600
995, 392, 17320, 7495, 3691, 2601
1258, 452, 18020, 7547, 3699, 2602
1072, 391, 18246, 7741, 3752, 2603
1434, 445, 17204, 7427, 3569, 2604
1474, 617, 17182, 8542, 26417, 2605
1158, 391, 17108, 7201, 3543, 2606
1952, 391, 16455, 6800, 3430, 2607
935, 512, 18137, 7679, 3757, 2608
863, 565, 18429, 8049, 4034, 2609
2024, 392, 15788, 6737, 3296, 2610
718, 393, 17906, 7648, 3824, 2611
1735, 501, 16761, 6954, 3566, 2612
1590, 451, 17360, 7247, 3580, 2613
781, 393, 17434, 8663, 4409, 2614
1638, 501, 17703, 7342, 3623, 2615
750, 478, 18384, 8194, 4362, 2616
1463, 449, 17101, 7260, 3944, 2617
1245, 392, 16844, 7217, 3476, 2618
1789, 487, 16717, 7036, 3473, 2619
1482, 393, 16757, 7195, 3496, 2620
2043, 392, 15962, 6612, 3280, 2621
706, 502, 18463, 8076, 4020, 2622
1940, 449, 16459, 6770, 3304, 2623
2061, 392, 15779, 6592, 3237, 2624
2116, 501, 15432, 6489, 3411, 2625
1212, 482, 17769, 7498, 3669, 2626
1454, 478, 17289, 7127, 3681, 2627
1966, 564, 16583, 7120, 3533, 2628
2117, 392, 15703, 6528, 3227, 2629
2154, 392, 15861, 6410, 3167, 2630
289, 603, 19420, 8125, 4004, 2631
877, 517, 18157, 7927, 3961, 2632
2172, 393, 16279, 6545, 3237, 2633
1865, 1099, 15665, 6617, 3276, 2634
2191, 393, 15568, 6543, 3242, 2635
839, 513, 17430, 7654, 3873, 2636
1968, 488, 16535, 6917, 3320, 2637
729, 394, 17978, 7965, 3892, 2638
1714, 456, 16679, 7107, 3565, 2639
791, 394, 17714, 7950, 4562, 2640
852, 393, 17005, 8588, 4229, 2641
774, 502, 17234, 8163, 4060, 2642
804, 483, 18098, 8039, 4166, 2643
1247, 565, 18486, 7512, 3697, 2644
935, 393, 17798, 7797, 3730, 2645
1764, 629, 17968, 7360, 3762, 2646
621, 565, 18208, 8112, 3964, 2647
1139, 393, 17492, 7481, 3647, 2648
1793, 601, 17532, 7252, 3597, 2649
1473, 454, 17178, 8579, 26490, 2650
1226, 393, 16854, 7274, 3536, 2651
1011, 520, 17266, 7309, 3638, 2652
1332, 393, 17129, 7249, 3555, 2653
1571, 451, 17705, 7353, 3846, 2654
1173, 474, 17636, 7550, 3733, 2655
1423, 394, 16628, 6978, 3472, 2656
1018, 488, 17827, 7429, 3785, 2657
1443, 394, 16729, 7428, 3619, 2658
1462, 393, 17027, 7239, 3548, 2659
1114, 455, 17459, 7416, 3544, 2660
2001, 393, 16205, 6838, 3272, 2661
1760, 483, 16989, 6963, 3413, 2662
2209, 393, 15562, 6430, 3234, 2663
616, 521, 17904, 7590, 3751, 2664
2228, 393, 15204, 6545, 3137, 2665
1047, 441, 17599, 7616, 3659, 2666
2070, 484, 15752, 6700, 3242, 2667
1203, 488, 17416, 7480, 3685, 2668
1014, 395, 17927, 7625, 3629, 2669
1757, 1136, 16294, 6601, 3244, 2670
1120, 394, 17258, 7309, 3660, 2671
2144, 603, 15529, 6522, 3194, 2672
1207, 394, 17069, 7407, 3573, 2673
1502, 481, 17605, 7373, 3634, 2674
1905, 394, 16245, 6781, 3535, 2675
1210, 449, 17646, 7490, 3740, 2676
1924, 395, 16547, 6953, 3378, 2677
1687, 518, 17562, 7293, 3816, 2678
2246, 394, 15153, 6395, 3208, 2679
1686, 451, 16829, 6913, 3548, 2680
740, 396, 18503, 8068, 4005, 2681
1816, 515, 16889, 7113, 3400, 2682
1168, 396, 17395, 7765, 3778, 2683
2052, 452, 15591, 6827, 3255, 2684
2125, 474, 15485, 6302, 3086, 2685
1294, 395, 17177, 8684, 26601, 2686
257, 605, 18622, 7870, 4011, 2687
1609, 507, 17208, 7351, 3656, 2688
1532, 396, 16760, 7090, 3466, 2689
2126, 441, 15712, 6711, 3187, 2690
948, 485, 17390, 7333, 3720, 2691
1571, 396, 17262, 7303, 3596, 2692
2125, 484, 15392, 6366, 3241, 2693
1610, 395, 16959, 6898, 3639, 2694
2227, 631, 15047, 6147, 3107, 2695
1893, 475, 16496, 6735, 3418, 2696
1629, 395, 17828, 7285, 3666, 2697
1902, 480, 15825, 6642, 3286, 2698
1648, 396, 17016, 7293, 3645, 2699
1667, 396, 17204, 7242, 3619, 2700
845, 448, 18115, 7707, 4084, 2701
1686, 395, 16810, 6817, 3406, 2702
1724, 396, 17170, 6951, 3528, 2703
1239, 453, 17712, 7509, 3604, 2704
1783, 395, 17922, 7442, 3611, 2705
1882, 513, 17248, 7265, 3423, 2706
1801, 395, 17004, 6865, 3630, 2707
842, 481, 18097, 9551, 29513, 2708
1943, 396, 16170, 6918, 3428, 2709
1875, 453, 16728, 6823, 3420, 2710
682, 397, 17096, 7381, 3697, 2711
985, 397, 17679, 7689, 3705, 2712
1063, 397, 18044, 7629, 3868, 2713
1082, 396, 17868, 7628, 3775, 2714
1107, 483, 17629, 7361, 3549, 2715
1275, 396, 17429, 7435, 3769, 2716
1124, 449, 17918, 7533, 3598, 2717
1400, 397, 16568, 7114, 3619, 2718
1744, 396, 17401, 7384, 3660, 2719
1493, 605, 17235, 7171, 3496, 2720
1839, 397, 17213, 7099, 3426, 2721
1667, 473, 16992, 7280, 3551, 2722
2015, 397, 15806, 6812, 3293, 2723
1874, 485, 16401, 6886, 3340, 2724
832, 485, 18188, 8044, 4119, 2725
752, 398, 17574, 8079, 4044, 2726
2070, 473, 16005, 6587, 3319, 2727
862, 398, 17444, 8796, 4313, 2728
2217, 507, 15098, 6452, 3224, 2729
884, 397, 17644, 7597, 3676, 2730
2052, 441, 15917, 6706, 3271, 2731
955, 398, 18100, 9243, 27312, 2732
1149, 398, 17422, 7549, 3737, 2733
1522, 622, 17003, 7393, 3737, 2734
2014, 472, 15855, 6863, 3205, 2735
1236, 398, 17883, 7535, 3690, 2736
1255, 397, 17103, 7406, 3588, 2737
1200, 605, 17477, 7588, 3708, 2738
1388, 519, 17087, 7333, 3698, 2739
1361, 398, 17145, 7478, 3677, 2740
1222, 487, 17684, 7682, 3840, 2741
1381, 397, 16978, 8496, 25804, 2742
1930, 487, 16651, 6882, 3460, 2743
1512, 397, 17208, 7274, 3508, 2744
606, 519, 17630, 7560, 3658, 2745
1961, 397, 16178, 6938, 3342, 2746
1171, 440, 17415, 7433, 3762, 2747
1980, 398, 16103, 6734, 3366, 2748
1991, 398, 16030, 6721, 3392, 2749
1706, 506, 16632, 7012, 3557, 2750
2034, 397, 15975, 6766, 3397, 2751
2052, 397, 16092, 6713, 3389, 2752
1454, 594, 16983, 7470, 3668, 2753
1571, 439, 17083, 8666, 26653, 2754
2071, 398, 15760, 6744, 3333, 2755
707, 1089, 14379, 6358, 3123, 2756
2089, 398, 15561, 6630, 3209, 2757
2182, 398, 15094, 6510, 3201, 2758
583, 596, 18800, 8254, 4016, 2759
1968, 445, 16582, 6730, 3365, 2760
694, 400, 18064, 7850, 3660, 2761
723, 513, 17476, 7864, 3925, 2762
812, 400, 18052, 8256, 4169, 2763
663, 447, 17412, 7593, 3612, 2764
1004, 399, 18017, 7714, 3860, 2765
1561, 445, 17361, 7334, 3813, 2766
1342, 398, 16710, 7204, 3448, 2767
1846, 479, 16894, 7009, 3490, 2768
1472, 398, 16558, 7009, 3525, 2769
999, 453, 17225, 7244, 3702, 2770
1492, 398, 16926, 7183, 3421, 2771
1677, 512, 17191, 7173, 3807, 2772
1858, 398, 17029, 6890, 3498, 2773
1908, 595, 16586, 8220, 26091, 2774
896, 519, 17645, 7726, 3894, 2775
1877, 399, 16655, 7088, 3527, 2776
1133, 443, 17820, 7466, 3574, 2777
1706, 484, 16428, 7205, 3507, 2778
1896, 399, 16372, 6855, 3375, 2779
1609, 473, 17286, 7293, 3655, 2780
2126, 398, 15833, 6624, 3306, 2781
1638, 445, 17665, 7457, 3475, 2782
2145, 398, 15650, 6506, 3191, 2783
1668, 440, 16918, 7127, 3543, 2784
2163, 398, 16020, 6653, 3262, 2785
1857, 452, 16707, 6834, 3356, 2786
2200, 398, 15609, 6501, 3189, 2787
2162, 452, 15278, 6455, 3281, 2788
1348, 476, 17297, 7544, 3847, 2789
944, 400, 18286, 7806, 3930, 2790
1130, 399, 17085, 7428, 3817, 2791
1783, 507, 16983, 6987, 3465, 2792
1198, 400, 17760, 7582, 3688, 2793
823, 479, 12964, 9892, 4733, 2794
1217, 399, 17050, 7185, 3435, 2795
789, 442, 17455, 8184, 4035, 2796
1323, 399, 17125, 7248, 3645, 2797
1894, 443, 16683, 6950, 3358, 2798
2255, 485, 15015, 6383, 3134, 2799
1413, 401, 17235, 8537, 26224, 2800
1066, 452, 17965, 7649, 3734, 2801
674, 475, 18479, 8076, 3982, 2802
1433, 400, 16973, 7330, 3503, 2803
1772, 444, 17785, 7373, 3607, 2804
987, 479, 17332, 7474, 3806, 2805
763, 400, 16588, 8356, 4093, 2806
1665, 1087, 17039, 8404, 26027, 2807
974, 401, 17512, 7381, 3610, 2808
1179, 401, 18057, 9217, 28766, 2809
1004, 596, 18510, 7707, 3741, 2810
1445, 473, 17173, 7426, 3644, 2811
1542, 401, 16769, 6990, 3570, 2812
1754, 401, 16914, 6930, 3415, 2813
1772, 401, 17834, 8519, 26098, 2814
2116, 490, 15741, 6611, 3445, 2815
1453, 444, 16916, 7291, 3674, 2816
1154, 475, 17668, 7600, 3668, 2817
1792, 401, 17049, 7273, 3434, 2818
1986, 509, 16261, 6918, 3310, 2819
1914, 400, 16323, 6930, 3333, 2820
1686, 440, 17325, 7273, 3572, 2821
1933, 401, 16479, 6846, 3377, 2822
1677, 479, 17043, 7340, 3654, 2823
1590, 473, 17299, 7259, 3689, 2824
710, 401, 17697, 7755, 3810, 2825
1968, 1091, 15095, 6405, 3207, 2826
832, 402, 18180, 8255, 4102, 2827
1762, 439, 17916, 7287, 3655, 2828
1023, 402, 17901, 7337, 3673, 2829
1436, 479, 17286, 7672, 3716, 2830
1092, 401, 18121, 7633, 3578, 2831
1960, 439, 16074, 6707, 3254, 2832
1561, 401, 16677, 7004, 3555, 2833
1087, 473, 18336, 7612, 3744, 2834
1581, 401, 17131, 7186, 3617, 2835
1090, 506, 18160, 7664, 4011, 2836
1600, 401, 16885, 7199, 3569, 2837
933, 440, 17546, 7811, 3829, 2838
1658, 401, 18456, 7324, 3570, 2839
171, 625, 17670, 6949, 3558, 2840
1744, 485, 17630, 7324, 3450, 2841
1677, 401, 16924, 7173, 3548, 2842
1715, 402, 17246, 7237, 3611, 2843
2245, 490, 15193, 6294, 3135, 2844
1097, 478, 18445, 7786, 3724, 2845
1212, 1121, 16708, 8349, 26210, 2846
1734, 401, 16533, 6854, 3432, 2847
918, 609, 18128, 7818, 3712, 2848
1952, 402, 16301, 7047, 3440, 2849
1023, 598, 17646, 7502, 3752, 2850
1484, 505, 17149, 7227, 3592, 2851
775, 401, 16263, 8475, 4174, 2852
785, 403, 17412, 7803, 4099, 2853
1716, 490, 17076, 7070, 3462, 2854
1799, 482, 16408, 6834, 3487, 2855
822, 404, 17850, 8349, 4031, 2856
1779, 493, 16612, 6952, 3353, 2857
1104, 450, 17780, 7639, 3694, 2858
1054, 403, 17772, 7662, 3766, 2859
2098, 490, 15644, 6530, 3318, 2860
1808, 476, 16554, 6813, 3273, 2861
1072, 402, 17792, 7415, 3567, 2862
553, 556, 17812, 7513, 3630, 2863
1522, 402, 16425, 6954, 3407, 2864
2218, 626, 15101, 6381, 3320, 2865
1830, 402, 16898, 7054, 3416, 2866
1883, 491, 16779, 6923, 3379, 2867
1781, 449, 16736, 7090, 3465, 2868
1849, 403, 18031, 7480, 3534, 2869
1359, 492, 17348, 7517, 3711, 2870
977, 483, 17489, 7188, 3837, 2871
1075, 446, 17845, 7437, 3609, 2872
1970, 403, 16191, 6786, 3415, 2873
1464, 483, 17267, 7237, 3696, 2874
2227, 555, 14977, 6272, 3048, 2875
934, 404, 18221, 7708, 3799, 2876
2043, 446, 15885, 6760, 3350, 2877
1140, 404, 17628, 7688, 3645, 2878
1977, 515, 16367, 8201, 25734, 2879
1063, 555, 17605, 7457, 3735, 2880
2024, 403, 16166, 7113, 3403, 2881
2043, 403, 16247, 8341, 25062, 2882
652, 450, 17531, 7550, 3656, 2883
2061, 403, 16212, 7887, 24285, 2884
201, 555, 17986, 7567, 3812, 2885
2080, 403, 16191, 6808, 3359, 2886
462, 598, 19135, 8163, 4052, 2887
1619, 479, 17443, 7137, 3605, 2888
2098, 403, 15958, 6660, 3130, 2889
1398, 513, 17259, 8561, 26712, 2890
2117, 403, 15605, 6750, 3217, 2891
2135, 403, 15488, 6581, 3252, 2892
1483, 600, 17375, 7477, 3650, 2893
1395, 446, 17515, 7145, 3510, 2894
2154, 403, 15618, 6432, 3179, 2895
2172, 404, 15708, 6532, 3248, 2896
1118, 1092, 16803, 7112, 3561, 2897
733, 405, 18178, 7836, 3869, 2898
1542, 479, 17522, 7355, 3763, 2899
965, 405, 17347, 7660, 3703, 2900
1207, 405, 17886, 7726, 3591, 2901
451, 600, 18616, 9568, 30147, 2902
2227, 480, 15376, 6446, 3224, 2903
1226, 404, 16732, 7215, 3424, 2904
919, 477, 17775, 7563, 3804, 2905
1333, 404, 16920, 7241, 3554, 2906
727, 444, 18429, 9235, 29285, 2907
1423, 406, 17068, 7372, 3797, 2908
1462, 404, 17109, 7346, 3527, 2909
1638, 512, 17709, 7278, 3626, 2910
1482, 404, 16552, 7228, 3425, 2911
2135, 447, 15451, 6435, 3203, 2912
1886, 404, 16168, 6903, 3388, 2913
1019, 445, 17892, 7675, 3649, 2914
1905, 405, 16829, 7187, 3492, 2915
2209, 404, 15679, 6571, 3201, 2916
1870, 627, 17368, 6968, 3463, 2917
2171, 479, 15165, 6206, 3198, 2918
2228, 404, 15328, 6525, 3242, 2919
821, 443, 15298, 10252, 4916, 2920
2107, 430, 15479, 6480, 3089, 2921
1949, 477, 16558, 6910, 3396, 2922
868, 407, 18025, 7642, 3880, 2923
1201, 1083, 17808, 8959, 28316, 2924
1013, 406, 18146, 7675, 3852, 2925
1472, 443, 17290, 7537, 3728, 2926
1121, 405, 17669, 7437, 3742, 2927
1075, 435, 18409, 9008, 27270, 2928
1188, 406, 17394, 7470, 3665, 2929
968, 477, 18065, 9180, 28952, 2930
1442, 405, 16994, 7072, 3558, 2931
1714, 434, 17016, 7146, 3482, 2932
1763, 406, 17757, 7112, 3419, 2933
1625, 1116, 16866, 7079, 3558, 2934
1924, 406, 16210, 6953, 3421, 2935
1942, 406, 16002, 6971, 3384, 2936
795, 587, 17527, 7886, 3895, 2937
1221, 476, 17673, 7591, 3683, 2938
1554, 1125, 17180, 6892, 3450, 2939
745, 406, 18549, 8317, 4023, 2940
1892, 497, 17129, 7113, 3413, 2941
904, 406, 17539, 7601, 3740, 2942
837, 431, 17954, 8482, 4177, 2943
1102, 406, 17183, 7171, 3703, 2944
1291, 500, 18969, 7824, 3847, 2945
1532, 407, 16396, 7064, 3591, 2946
1561, 468, 17839, 7558, 3713, 2947
1552, 407, 16981, 7186, 3708, 2948
1542, 435, 17386, 7577, 3783, 2949
1571, 407, 16929, 7273, 3691, 2950
1077, 468, 18042, 7436, 3686, 2951
1590, 407, 16936, 7178, 3588, 2952
1638, 434, 17457, 6878, 3474, 2953
1648, 407, 17296, 7254, 3577, 2954
2213, 1079, 14773, 6505, 3332, 2955
1667, 407, 17051, 7190, 3450, 2956
747, 502, 18412, 9956, 30173, 2957
1686, 406, 16920, 6985, 3402, 2958
1238, 431, 17825, 7494, 3647, 2959
1705, 407, 17316, 8543, 26150, 2960
2098, 468, 15594, 6647, 3176, 2961
